row 1 of 1575: direction = forward, alpha = 0.15, n = 30, rho = 0, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 907 of 1575: direction = forward, alpha = 0.05, n = 900, rho = 0.89, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 908 of 1575: direction = forward, alpha = 0.05, n = 900, rho = 0.89, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 909 of 1575: direction = forward, alpha = 0.05, n = 900, rho = 0.89, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 910 of 1575: direction = forward, alpha = 0.05, n = 900, rho = 0.89, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 911 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 912 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 913 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 914 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 915 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 916 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.32, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 917 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.32, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 918 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.32, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 919 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.32, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 920 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.32, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 921 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.45, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 922 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.45, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 923 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.45, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 924 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.45, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 925 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.45, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 926 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.63, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 927 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.63, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 928 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.63, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 929 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.63, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 930 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.63, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 931 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.89, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 932 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.89, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 933 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.89, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 934 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.89, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 935 of 1575: direction = forward, alpha = 0.15, n = 3000, rho = 0.89, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 936 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 937 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 938 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 939 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 940 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 941 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.32, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 942 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.32, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 943 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.32, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 944 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.32, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 945 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.32, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 946 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.45, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 947 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.45, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 948 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.45, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 949 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.45, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 950 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.45, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 951 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.63, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 952 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.63, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 953 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.63, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 954 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.63, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 955 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.63, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 956 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.89, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 957 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.89, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 958 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.89, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 959 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.89, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 960 of 1575: direction = forward, alpha = 0.0135, n = 3000, rho = 0.89, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 961 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 962 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 963 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 964 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 965 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 966 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.32, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 967 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.32, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 968 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.32, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 969 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.32, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 970 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.32, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 971 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.45, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 972 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.45, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 973 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.45, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 974 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.45, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 975 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.45, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 976 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.63, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 977 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.63, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 978 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.63, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 979 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.63, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 980 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.63, p = 100, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 96, 96, 96, sims = 10.
row 981 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.89, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 982 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.89, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 983 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.89, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 984 of 1575: direction = forward, alpha = 0.00899, n = 3000, rho = 0.89, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
